"","ResponseId","question","option","male","clothing","book","paper","sentimental","choice","treatment"
"4959","R_2rGEcHokBi3B6qC",3,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"4960","R_2rGEcHokBi3B6qC",4,1,1,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"4961","R_2rGEcHokBi3B6qC",4,2,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"4962","R_2rGEcHokBi3B6qC",4,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",1,0
"4963","R_2rGEcHokBi3B6qC",5,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"4964","R_2rGEcHokBi3B6qC",5,2,1,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"4965","R_2rGEcHokBi3B6qC",5,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",1,0
"4966","R_2rGEcHokBi3B6qC",6,1,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"4967","R_2rGEcHokBi3B6qC",6,2,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"4968","R_2rGEcHokBi3B6qC",6,3,1,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",1,0
"4969","R_2rGEcHokBi3B6qC",7,1,1,"Ten pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",1,0
"4970","R_2rGEcHokBi3B6qC",7,2,1,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"4971","R_2rGEcHokBi3B6qC",7,3,1,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"4972","R_2rGEcHokBi3B6qC",8,1,1,"Fifty pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"4973","R_2rGEcHokBi3B6qC",8,2,1,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"4974","R_2rGEcHokBi3B6qC",8,3,1,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,0
"4975","R_2rGEcHokBi3B6qC",9,1,1,"One pair of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"4976","R_2rGEcHokBi3B6qC",9,2,1,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,0
"4977","R_2rGEcHokBi3B6qC",9,3,1,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"4978","R_2rGEcHokBi3B6qC",10,1,1,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"4979","R_2rGEcHokBi3B6qC",10,2,1,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"4980","R_2rGEcHokBi3B6qC",10,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",1,0
"4981","R_2rGEcHokBi3B6qC",11,1,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,0
"4982","R_2rGEcHokBi3B6qC",11,2,1,"One pair of shoes","Zero paper books","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"4983","R_2rGEcHokBi3B6qC",11,3,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"4984","R_2rGEcHokBi3B6qC",12,1,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"4985","R_2rGEcHokBi3B6qC",12,2,1,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"4986","R_2rGEcHokBi3B6qC",12,3,1,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,0
"4987","R_2rGEcHokBi3B6qC",13,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"4988","R_2rGEcHokBi3B6qC",13,2,1,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",1,0
"4989","R_2rGEcHokBi3B6qC",13,3,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"4990","R_2rGEcHokBi3B6qC",14,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"4991","R_2rGEcHokBi3B6qC",14,2,1,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"4992","R_2rGEcHokBi3B6qC",14,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,0
"4993","R_2rGEcHokBi3B6qC",15,1,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,0
"4994","R_2rGEcHokBi3B6qC",15,2,1,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"4995","R_2rGEcHokBi3B6qC",15,3,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"4996","R_2rGHwitee1jJTeG",1,1,1,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,0
"4997","R_2rGHwitee1jJTeG",1,2,1,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"4998","R_2rGHwitee1jJTeG",1,3,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"4999","R_2rGHwitee1jJTeG",2,1,1,"One pair of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5000","R_2rGHwitee1jJTeG",2,2,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",1,0
"5001","R_2rGHwitee1jJTeG",2,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5002","R_2rGHwitee1jJTeG",3,1,1,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"5003","R_2rGHwitee1jJTeG",3,2,1,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5004","R_2rGHwitee1jJTeG",3,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5005","R_2rGHwitee1jJTeG",4,1,1,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,0
"5006","R_2rGHwitee1jJTeG",4,2,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"5007","R_2rGHwitee1jJTeG",4,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5008","R_2rGHwitee1jJTeG",5,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5009","R_2rGHwitee1jJTeG",5,2,1,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"5010","R_2rGHwitee1jJTeG",5,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5011","R_2rGHwitee1jJTeG",6,1,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,0
"5012","R_2rGHwitee1jJTeG",6,2,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5013","R_2rGHwitee1jJTeG",6,3,1,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5014","R_2rGHwitee1jJTeG",7,1,1,"Ten pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",1,0
"5015","R_2rGHwitee1jJTeG",7,2,1,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5016","R_2rGHwitee1jJTeG",7,3,1,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"5017","R_2rGHwitee1jJTeG",8,1,1,"Fifty pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5018","R_2rGHwitee1jJTeG",8,2,1,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",1,0
"5019","R_2rGHwitee1jJTeG",8,3,1,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"5020","R_2rGHwitee1jJTeG",9,1,1,"One pair of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,0
"5021","R_2rGHwitee1jJTeG",9,2,1,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"5022","R_2rGHwitee1jJTeG",9,3,1,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5023","R_2rGHwitee1jJTeG",10,1,1,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",1,0
"5024","R_2rGHwitee1jJTeG",10,2,1,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5025","R_2rGHwitee1jJTeG",10,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5026","R_2rGHwitee1jJTeG",11,1,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"5027","R_2rGHwitee1jJTeG",11,2,1,"One pair of shoes","Zero paper books","No tax documents stored after filing","Five framed photographs of loved ones on display",1,0
"5028","R_2rGHwitee1jJTeG",11,3,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"5029","R_2rGHwitee1jJTeG",12,1,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5030","R_2rGHwitee1jJTeG",12,2,1,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5031","R_2rGHwitee1jJTeG",12,3,1,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"5032","R_2rGHwitee1jJTeG",13,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5033","R_2rGHwitee1jJTeG",13,2,1,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"5034","R_2rGHwitee1jJTeG",13,3,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5035","R_2rGHwitee1jJTeG",14,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5036","R_2rGHwitee1jJTeG",14,2,1,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,0
"5037","R_2rGHwitee1jJTeG",14,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"5038","R_2rGHwitee1jJTeG",15,1,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,0
"5039","R_2rGHwitee1jJTeG",15,2,1,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5040","R_2rGHwitee1jJTeG",15,3,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5041","R_2rUEvWHyCFRYsBq",1,1,0,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,1
"5042","R_2rUEvWHyCFRYsBq",1,2,0,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,1
"5043","R_2rUEvWHyCFRYsBq",1,3,0,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,1
"5044","R_2rUEvWHyCFRYsBq",2,1,0,"One pair of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,1
"5045","R_2rUEvWHyCFRYsBq",2,2,0,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",1,1
"5046","R_2rUEvWHyCFRYsBq",2,3,0,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,1
"5047","R_2rUEvWHyCFRYsBq",3,1,0,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,1
"5048","R_2rUEvWHyCFRYsBq",3,2,0,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,1
"5049","R_2rUEvWHyCFRYsBq",3,3,0,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,1
"5050","R_2rUEvWHyCFRYsBq",4,1,0,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,1
"5051","R_2rUEvWHyCFRYsBq",4,2,0,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,1
"5052","R_2rUEvWHyCFRYsBq",4,3,0,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,1
"5053","R_2rUEvWHyCFRYsBq",5,1,0,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,1
"5054","R_2rUEvWHyCFRYsBq",5,2,0,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",1,1
"5055","R_2rUEvWHyCFRYsBq",5,3,0,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,1
"5056","R_2rUEvWHyCFRYsBq",6,1,0,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,1
"5057","R_2rUEvWHyCFRYsBq",6,2,0,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,1
"5058","R_2rUEvWHyCFRYsBq",6,3,0,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,1
"5059","R_2rUEvWHyCFRYsBq",7,1,0,"Ten pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,1
"5060","R_2rUEvWHyCFRYsBq",7,2,0,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",1,1
"5061","R_2rUEvWHyCFRYsBq",7,3,0,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,1
"5062","R_2rUEvWHyCFRYsBq",8,1,0,"Fifty pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",1,1
"5063","R_2rUEvWHyCFRYsBq",8,2,0,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,1
"5064","R_2rUEvWHyCFRYsBq",8,3,0,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,1
"5065","R_2rUEvWHyCFRYsBq",9,1,0,"One pair of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,1
"5066","R_2rUEvWHyCFRYsBq",9,2,0,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,1
"5067","R_2rUEvWHyCFRYsBq",9,3,0,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",1,1
"5068","R_2rUEvWHyCFRYsBq",10,1,0,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,1
"5069","R_2rUEvWHyCFRYsBq",10,2,0,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",1,1
"5070","R_2rUEvWHyCFRYsBq",10,3,0,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,1
"5071","R_2rUEvWHyCFRYsBq",11,1,0,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,1
"5072","R_2rUEvWHyCFRYsBq",11,2,0,"One pair of shoes","Zero paper books","No tax documents stored after filing","Five framed photographs of loved ones on display",0,1
"5073","R_2rUEvWHyCFRYsBq",11,3,0,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,1
"5074","R_2rUEvWHyCFRYsBq",12,1,0,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",1,1
"5075","R_2rUEvWHyCFRYsBq",12,2,0,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,1
"5076","R_2rUEvWHyCFRYsBq",12,3,0,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,1
"5077","R_2rUEvWHyCFRYsBq",13,1,0,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,1
"5078","R_2rUEvWHyCFRYsBq",13,2,0,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,1
"5079","R_2rUEvWHyCFRYsBq",13,3,0,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,1
"5080","R_2rUEvWHyCFRYsBq",14,1,0,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,1
"5081","R_2rUEvWHyCFRYsBq",14,2,0,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,1
"5082","R_2rUEvWHyCFRYsBq",14,3,0,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,1
"5083","R_2rUEvWHyCFRYsBq",15,1,0,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,1
"5084","R_2rUEvWHyCFRYsBq",15,2,0,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,1
"5085","R_2rUEvWHyCFRYsBq",15,3,0,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",1,1
"5086","R_2rVqrXglDOOvj7G",1,1,1,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"5087","R_2rVqrXglDOOvj7G",1,2,1,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",1,0
"5088","R_2rVqrXglDOOvj7G",1,3,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",0,0
"5089","R_2rVqrXglDOOvj7G",2,1,1,"One pair of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5090","R_2rVqrXglDOOvj7G",2,2,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5091","R_2rVqrXglDOOvj7G",2,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",1,0
"5092","R_2rVqrXglDOOvj7G",3,1,1,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"5093","R_2rVqrXglDOOvj7G",3,2,1,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5094","R_2rVqrXglDOOvj7G",3,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5095","R_2rVqrXglDOOvj7G",4,1,1,"Ten pairs of shoes","Zero paper books","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"5096","R_2rVqrXglDOOvj7G",4,2,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,0
"5097","R_2rVqrXglDOOvj7G",4,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5098","R_2rVqrXglDOOvj7G",5,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"5099","R_2rVqrXglDOOvj7G",5,2,1,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",1,0
"5100","R_2rVqrXglDOOvj7G",5,3,1,"One pair of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5101","R_2rVqrXglDOOvj7G",6,1,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",1,0
"5102","R_2rVqrXglDOOvj7G",6,2,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5103","R_2rVqrXglDOOvj7G",6,3,1,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5104","R_2rVqrXglDOOvj7G",7,1,1,"Ten pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"5105","R_2rVqrXglDOOvj7G",7,2,1,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5106","R_2rVqrXglDOOvj7G",7,3,1,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5107","R_2rVqrXglDOOvj7G",8,1,1,"Fifty pairs of shoes","Zero paper books","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5108","R_2rVqrXglDOOvj7G",8,2,1,"One pair of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",1,0
"5109","R_2rVqrXglDOOvj7G",8,3,1,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"5110","R_2rVqrXglDOOvj7G",9,1,1,"One pair of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",0,0
"5111","R_2rVqrXglDOOvj7G",9,2,1,"Ten pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,0
"5112","R_2rVqrXglDOOvj7G",9,3,1,"Fifty pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5113","R_2rVqrXglDOOvj7G",10,1,1,"One pair of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5114","R_2rVqrXglDOOvj7G",10,2,1,"Fifty pairs of shoes","A small case of books (~25 books)","No tax documents stored after filing","Zero framed photographs of loved ones on display",0,0
"5115","R_2rVqrXglDOOvj7G",10,3,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",1,0
"5116","R_2rVqrXglDOOvj7G",11,1,1,"Ten pairs of shoes","A room full of books (100 books)","Keep tax documents for 1 year after filing","Zero framed photographs of loved ones on display",1,0
"5117","R_2rVqrXglDOOvj7G",11,2,1,"One pair of shoes","Zero paper books","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"5118","R_2rVqrXglDOOvj7G",11,3,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 5 years after filing","Ten or more framed photographs of loved ones on display",0,0
"5119","R_2rVqrXglDOOvj7G",12,1,1,"Fifty pairs of shoes","A small case of books (~25 books)","Keep tax documents for 1 year after filing","Five framed photographs of loved ones on display",0,0
"5120","R_2rVqrXglDOOvj7G",12,2,1,"One pair of shoes","Zero paper books","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",0,0
"5121","R_2rVqrXglDOOvj7G",12,3,1,"Ten pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,0
"5122","R_2rVqrXglDOOvj7G",13,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 1 year after filing","Ten or more framed photographs of loved ones on display",0,0
"5123","R_2rVqrXglDOOvj7G",13,2,1,"One pair of shoes","A small case of books (~25 books)","No tax documents stored after filing","Five framed photographs of loved ones on display",0,0
"5124","R_2rVqrXglDOOvj7G",13,3,1,"Fifty pairs of shoes","A room full of books (100 books)","Keep tax documents for 5 years after filing","Zero framed photographs of loved ones on display",1,0
"5125","R_2rVqrXglDOOvj7G",14,1,1,"Ten pairs of shoes","Zero paper books","Keep tax documents for 5 years after filing","Five framed photographs of loved ones on display",0,0
"5126","R_2rVqrXglDOOvj7G",14,2,1,"Fifty pairs of shoes","A room full of books (100 books)","No tax documents stored after filing","Ten or more framed photographs of loved ones on display",1,0
